1.18476 , 0
1.19032 , 0.00556137
1.19807 , 0.00839408
1.20166 , 0.0069334
1.20417 , 0.00592932
1.20522 , 0.00495432
1.20834 , 0.00521985
1.21096 , 0.00522511
1.2129 , 0.00500144
1.21548 , 0.00516247
1.21766 , 0.00515454
1.21866 , 0.00480938
1.21953 , 0.00450923
1.21996 , 0.00419667
1.2186 , 0.00413677
1.21765 , 0.00398375
1.21744 , 0.0037479
1.21798 , 0.00357419
1.2195 , 0.00370825
1.22132 , 0.00396111
1.22369 , 0.00444912
1.22586 , 0.00476548
1.22765 , 0.00489115
1.2295 , 0.00503791
1.2306 , 0.00495576
1.23116 , 0.00479389
1.23146 , 0.00462225
1.2318 , 0.00446756
1.23183 , 0.00431088
1.23234 , 0.00419539
1.23272 , 0.00407554
1.23319 , 0.00397438
1.23335 , 0.0038551
1.23396 , 0.00379071
1.23458 , 0.00373203
1.23536 , 0.00370892
1.23588 , 0.00364473
1.23595 , 0.00354833
1.23591 , 0.00345644
1.23579 , 0.00337101
1.23535 , 0.0033174
1.23508 , 0.00324834
1.23456 , 0.00321433
1.2338 , 0.00323216
1.23341 , 0.0031828
1.2333 , 0.00311489
1.23296 , 0.00306692
1.232 , 0.00315085
1.23149 , 0.00312777
1.23112 , 0.00308695
