10000,100
0,nan
1,0
1.41009,0.00401849
1.72992,0.00630597
1.99407,0.00763453
2.23332,0.00903331
2.44726,0.0096962
2.65172,0.0104363
2.84097,0.0112948
3.00581,0.012014
3.16291,0.0121946
3.31298,0.0132118
3.46595,0.013723
3.61229,0.0149477
3.74886,0.0156909
3.87792,0.0160788
4.0083,0.0158744
4.13453,0.0168192
4.25438,0.017925
4.35895,0.0180222
4.48269,0.0184243
4.5897,0.0182397
4.70194,0.0200399
4.8053,0.0207889
4.91182,0.0210494
5.01004,0.0210139
5.12448,0.0212782
5.21862,0.0216743
5.3084,0.0221714
5.42008,0.0223647
5.51447,0.0240106
5.5961,0.0241769
5.68174,0.0247146
5.7627,0.0248078
5.84666,0.0243831
5.93278,0.0249718
6.02083,0.0251174
6.10136,0.0247294
6.18048,0.0255586
6.2626,0.0255386
6.34336,0.0255639
6.42389,0.0256876
6.50072,0.0258459
6.56694,0.0265887
6.64537,0.0265698
6.71637,0.0264444
6.78506,0.0276216
6.85846,0.0280969
6.93575,0.028385
6.99842,0.0295679
7.07224,0.0290836
7.13054,0.0295107
7.2092,0.0278795
7.27603,0.0281086
7.35239,0.0282058
7.41086,0.027204
7.48463,0.0282018
7.55484,0.0293547
7.62163,0.0297887
7.67606,0.029738
7.74331,0.0297281
7.80535,0.0302924
7.87092,0.0296564
7.94361,0.029969
8.00951,0.029222
8.07631,0.0293267
8.13278,0.0300409
8.18965,0.0296925
8.25638,0.0298677
8.31807,0.0301139
8.38011,0.0301205
8.43796,0.0310158
8.4981,0.0321708
8.54823,0.0321972
8.59917,0.0330712
8.65002,0.0336929
8.70522,0.032915
8.76255,0.0327984
8.81574,0.0336867
8.87194,0.0343698
8.91497,0.0336892
8.97952,0.033984
9.04109,0.0343727
9.09619,0.0342879
9.151,0.0341101
9.20479,0.0355862
9.26404,0.0357302
9.31952,0.0363172
9.37519,0.0371323
9.42234,0.0370365
9.4702,0.0384346
9.51829,0.0384598
9.57128,0.0399995
9.63024,0.0398122
9.67918,0.0399872
9.73372,0.0397448
9.78352,0.0394534
9.83952,0.0401263
9.88804,0.0403323
9.94586,0.0403739
