14.9984,0
14.9866,0.0118151
14.9899,0.00758385
14.7007,0.289284
14.7458,0.228581
14.8746,0.22675
14.8827,0.191811
15.0102,0.209406
15.0552,0.190081
15.0414,0.170578
15.0938,0.162956
15.1464,0.157774
15.0721,0.163028
15.0532,0.152113
15.007,0.148954
15.0446,0.144308
15.0744,0.138803
15.0333,0.137165
15.0206,0.130369
14.9812,0.12981
14.9505,0.127235
14.9241,0.124154
14.8939,0.122401
14.9013,0.11742
14.939,0.118782
14.9279,0.11466
14.8994,0.113967
14.9012,0.109838
14.9295,0.109687
14.9258,0.106032
14.9321,0.102743
14.9314,0.0994824
14.9539,0.0990058
14.9391,0.0971778
14.9252,0.0953838
14.9218,0.0927579
14.9268,0.0903515
14.9333,0.0881833
14.9298,0.085962
14.9056,0.087214
14.9285,0.0880677
14.9127,0.0873818
14.9126,0.0853255
14.9311,0.0853919
14.9489,0.0853457
14.951,0.0834971
14.9452,0.0819108
14.9517,0.0804478
14.9634,0.0796613
14.9677,0.0781683
14.9722,0.0767504
14.9806,0.0757327
14.984,0.0743671
15.0057,0.0761493
14.9891,0.0765898
14.979,0.0758791
14.971,0.0749699
14.9679,0.0737273
14.9582,0.0731211
14.9438,0.07332
14.9437,0.072108
14.9319,0.0719163
14.9236,0.0712473
14.9157,0.0705734
14.9234,0.069911
14.9307,0.0692297
14.917,0.0695526
14.924,0.0688759
14.9074,0.0698638
14.8963,0.0697545
14.8914,0.0689395
14.8959,0.0681265
14.8965,0.0671895
14.8817,0.0679147
14.8765,0.0672062
14.8814,0.0664974
14.884,0.0656803
14.8868,0.0648936
14.8909,0.0641997
14.8931,0.0634298
14.8917,0.0626579
14.883,0.0624976
14.8849,0.0617687
14.8682,0.0632582
14.8715,0.0625947
14.8808,0.0625612
14.873,0.0623329
14.8865,0.0630815
14.8782,0.0629175
14.8871,0.0628563
14.9023,0.0639863
14.901,0.0633004
14.904,0.0626874
14.891,0.0633558
14.8865,0.0628473
14.8969,0.0630451
14.9027,0.0626635
14.8998,0.0620873
14.9017,0.0614847
14.9091,0.0613231
5.7079,0
5.55892,0.148979
5.44,0.146762
5.40803,0.10859
5.39994,0.0845021
5.33431,0.0952212
5.27929,0.0974869
5.25947,0.0867228
5.35732,0.124199
5.3417,0.11218
5.34325,0.101482
5.32171,0.0951122
5.34393,0.090268
5.36345,0.0858224
5.35156,0.0807772
5.35444,0.0756149
5.32746,0.075978
5.33995,0.0727142
5.36953,0.0748687
5.3897,0.0738368
5.4293,0.0806261
5.43021,0.0768793
5.41199,0.0756866
5.43662,0.0765374
5.41504,0.0765181
5.40375,0.0743779
5.41323,0.0721949
5.42634,0.0707944
5.42224,0.068433
5.434,0.0671505
5.43918,0.0651547
5.43008,0.0637388
5.438,0.0622835
5.43752,0.0604258
5.42632,0.0597332
5.42751,0.0580623
5.42219,0.0567208
5.41219,0.0561076
5.42384,0.0558784
5.43219,0.0551007
5.43549,0.0538411
5.42978,0.052853
5.42242,0.0521312
5.42749,0.051184
5.43205,0.050241
5.42712,0.0493833
5.43439,0.048864
5.44782,0.0496872
5.44411,0.0488044
5.43139,0.0494819
5.43502,0.0486379
5.43674,0.0477243
5.43645,0.046816
5.44037,0.0461079
5.44016,0.0452623
5.44405,0.0446161
5.43993,0.0440195
5.44071,0.043261
5.44055,0.0425218
5.4406,0.0418071
5.44866,0.0418997
5.44451,0.0414265
5.45475,0.0420287
5.4495,0.0416978
5.44756,0.0410972
5.44303,0.0407225
5.446,0.04022
5.44682,0.0396326
5.4515,0.0393335
5.44785,0.0389395
5.45027,0.0384637
5.44782,0.0380047
5.44621,0.0375152
5.4441,0.0370649
5.44217,0.0366181
5.44763,0.0365425
5.45231,0.036368
5.45233,0.0358988
5.45494,0.0355375
5.45622,0.0351136
5.4547,0.0347105
5.45455,0.0342849
5.45592,0.0338973
5.45184,0.033739
5.45081,0.0333557
5.45148,0.0329724
5.45288,0.0326213
5.45957,0.0329345
5.46292,0.0327347
5.46782,0.0327369
5.47321,0.0328219
5.47241,0.0324733
5.47098,0.0321537
5.4722,0.0318329
5.47375,0.0315344
5.47632,0.0313094
5.47934,0.0311324
5.48371,0.0311213
5.48324,0.030809
5.47877,0.030825
