1.10802 , 0
1.12389 , 0.015868
1.12886 , 0.0104192
1.13571 , 0.0100605
1.13818 , 0.00817666
1.13232 , 0.00888493
1.13519 , 0.00803755
1.13299 , 0.00729874
1.13457 , 0.00662825
1.13721 , 0.006489
1.13787 , 0.00590702
1.1387 , 0.0054559
1.13821 , 0.00504313
1.13925 , 0.00478308
1.13966 , 0.00447201
1.13523 , 0.00609307
1.13693 , 0.00597147
1.1372 , 0.00563625
1.13683 , 0.00534445
1.13651 , 0.00508012
1.13592 , 0.00486816
1.13713 , 0.0047962
1.13537 , 0.00490664
1.1356 , 0.0047033
1.13576 , 0.00451421
1.13348 , 0.00490216
1.13424 , 0.0047779
1.13436 , 0.00460567
1.13313 , 0.00461096
1.13194 , 0.0046102
1.13196 , 0.00445905
1.13121 , 0.00438255
1.13057 , 0.00429576
1.13003 , 0.00420225
1.13026 , 0.00408702
1.12976 , 0.00400323
1.12883 , 0.00400327
1.12893 , 0.00389766
1.12849 , 0.00382175
1.12759 , 0.00383233
1.12914 , 0.00404885
1.13077 , 0.00427427
1.13155 , 0.00424489
1.13041 , 0.00429904
1.13027 , 0.00420475
1.13118 , 0.00421123
1.13063 , 0.00415705
1.12982 , 0.0041493
1.12887 , 0.00417282
1.1301 , 0.00426792
