1.66204 , 0
1.68584 , 0.0238019
1.69328 , 0.0156287
1.70356 , 0.0150908
1.70727 , 0.012265
1.69848 , 0.0133274
1.70278 , 0.0120563
1.69949 , 0.0109481
1.70186 , 0.00994234
1.70581 , 0.00973342
1.70681 , 0.00886044
1.70806 , 0.00818377
1.70731 , 0.00756463
1.70887 , 0.00717456
1.70949 , 0.00670796
1.70285 , 0.00913954
1.7054 , 0.00895717
1.7058 , 0.00845434
1.70524 , 0.00801665
1.70476 , 0.00762016
1.70388 , 0.00730221
1.70569 , 0.00719426
1.70306 , 0.00735992
1.7034 , 0.00705491
1.70365 , 0.00677128
1.70022 , 0.00735321
1.70136 , 0.00716684
1.70154 , 0.00690849
1.6997 , 0.00691643
1.69791 , 0.0069153
1.69794 , 0.00668856
1.69681 , 0.00657382
1.69585 , 0.00644364
1.69504 , 0.00630337
1.69539 , 0.00613053
1.69464 , 0.00600483
1.69325 , 0.0060049
1.69339 , 0.00584648
1.69273 , 0.00573263
1.69138 , 0.00574849
1.69371 , 0.00607327
1.69616 , 0.0064114
1.69732 , 0.00636734
1.69562 , 0.00644857
1.69541 , 0.00630714
1.69677 , 0.00631685
1.69595 , 0.00623559
1.69473 , 0.00622396
1.69331 , 0.00625926
1.69515 , 0.00640189
